Name,Aired Date,Year of release,Original Network,Aired On,Number of Episodes,Duration,Content Rating,Rating,Synopsis,Genre,Tags,Director,Screenwriter,Cast,Production companies,Rank
The Hymn of Death,"Nov 27, 2018 - Dec 4, 2018",2018,"Netflix, SBS","Monday, Tuesday",6.0,35 min.,15+ - Teens 15 or older,8.3,kim woo jin is a stage drama writer while korea is under japanese occupation. he is married  but he falls in love with yun shim deok. shim deok is the first korean soprano. she records the song “praise of death” which becomes the first korean pop song in 1926. woo jin and shim deok's fate ends tragically.,music  historical  romance  melodrama,"Forbidden Love, Based On True Story, Biographical, Miniseries, Star Crossed Lovers, Rich Male Lead, Disapproving Parent, Japanese Colonial Rule, Arranged Marriage, Nice Male Lead",Park Soo Jin,Jo Soo Jin,"Lee Jong Suk, Shin Hye Sun, Park Seon Im, Lee Ji Hoon, Han Eun Seo, Kim Kang Hyun",The Story Works,#202
Jumong,"May 15, 2006 - Mar 6, 2007",2006,MBC,"Monday, Tuesday",81.0,1 hr. 10 min.,15+ - Teens 15 or older,8.3,jumong was the founder of goguryeo in 37 bc. he was the son of general hae mo su and lady yoo hwa and was raised by king geum wa  who took him and his mother in when hae mo su was believed to have been killed in an ambush by the han dynasty. so seo no was a merchant's daughter who helped jumong in realizing his dream to build a new country  and later became his second wife.,adventure  historical  romance  drama,"Leadership, Strong Female Lead, Power Struggle, Goguryeo Dynasty, War, Jumong, Father-Son Relationship, Archery, Royalty, Han Dynasty","Lee Joo Hwan, Kim Keun Hong","Choi Wan Kyu, Jung Hyung Soo","Song Il Gook, Han Hye Jin, Kim Seung Soo, Jeon Kwang Ryul, Oh Yeon Soo, Song Ji Hyo","Chorokbaem Media, Olive9",#203
Vampire Prosecutor 2,"Sep 9, 2012 - Nov 18, 2012",2012,OCN,Sunday,11.0,1 hr. 5 min.,15+ - Teens 15 or older,8.3,in the second season of “vampire prosecutor ” min tae yeon is back as the prosecutor who heads up a new division that investigates unsolved murder cases. no one  except for detective hwang soon bum  knows that tae yeon was bitten seven years ago and acquired vampire powers. together  they solve murder cases  and each time tae yeon uses his “powers” to find leads on cases that seem unsolvable. but the one thing he can’t solve is: who was the vampire serial killer that turned him seven years ago? and what happens when jung in becomes suspicious of tae yeon’s “questionable” tactics in solving cases.,action  mystery  drama  supernatural,"Supernatural Power, Police Procedural, Death, Investigation, Murder, Violence, Vampire Fiction, Prosecutor Male Lead, Torture, Kidnapping",Yoo Seon Dong,"Han Jung Hoon, Kang Eun Seon","Yeon Jung Hoon, Lee Young Ah, Lee Won Jong, Lee Kyung Young, Kim Joo Young, Gong Jung Hwan",CMG Chorok Stars,#204
Ugly Alert,"May 20, 2013 - Nov 29, 2013",2013,SBS,"Monday, Tuesday, Wednesday, Thursday, Friday",133.0,35 min.,15+ - Teens 15 or older,8.3,the story of a man named gong joon soo who sacrificed himself by pretending to be a murderer to protect his younger stepbrother from being accused instead. while serving time in prison  he learns to sew and acquires a trade. following his release  he starts working in a fashion company that is a part of by group. there he meets the workaholic na do hee  the heiress of her grandfather’s company. na do hee falls in love with gong joon soo as both of them get to understand each other and cure their wounds.,business  romance  melodrama,"Rich Woman/Poor Man, Nice Male Lead, Strong Female Lead, Female Chases Male First, Bromance, Unexpected Pregnancy, Steamy Kiss, Multiple Couples, Poor Male Lead, Ex-Convict Male Lead","Shin Yoon Sub, Min Yeon Hong",Jung Ji Woo,"Im Joo Hwan, Kang So Ra, Kang  Byul, Choi  Tae Joon, Kim Seol Hyun, Shin So Yool","Shinyoung E&C Group, Human Nature",#205
Misty,"Feb 2, 2018 - Mar 24, 2018",2018,jTBC,"Friday, Saturday",16.0,1 hr. 10 min.,15+ - Teens 15 or older,8.3,go hye ran is an ambitious anchorwoman for the popular news show  news 9. she is passionate about her job and doesn't stop until she gets what she wants. one day  she meets an old lover and his wife and gets tangled in a murder case. her husband kang tae wook  who is a public defender  decides to defend his wife and fix their failed marriage.,thriller  mystery  romance  melodrama,"Strong Female Lead, Badass Female Lead, Infidelity, Murder, Smart Male Lead, Misunderstanding, Suspense, Eccentric Female Lead, Marriage, Calm Female Lead",Mo Wan Il,Je In,"Kim Nam Joo, Ji Jin Hee, Jeon Hye Jin, Im Tae Kyung, Go Jun, Jin Ki Joo",Story & Pictures Media,#206
Voice 3: City of Accomplices,"May 11, 2019 - Jun 30, 2019",2019,OCN,"Saturday, Sunday",16.0,60 min.,15+ - Teens 15 or older,8.3,emergency 112 call center members deal with an international evil cartel. the group is involved in the internet's dark web.,thriller  mystery  psychological  crime,"Strong Female Lead, Leadership, Tough Male Lead, Investigation, Calm Female Lead, Teamwork, Impulsive Male Lead, Smart Female Lead, Smart Male Lead, Human Trafficking",Nam Ki Hoon,Ma Jin Won,"Lee  Ha Na, Lee Jin Wook, Son Eun Seo, Kim Woo Seok, Kim Joong Ki, Song Boo Geon",Content K,#207
Confession,"Mar 23, 2019 - May 12, 2019",2019,tvN,"Saturday, Sunday",16.0,60 min.,15+ - Teens 15 or older,8.3,a case involving the hidden truth behind the law prohibiting double jeopardy. when choi do hyun was a boy  he had a heart disease. he spent most of his childhood in a hospital. he miraculously had a chance for a heart transplant. right after the successful heart transplant surgery  his father was accused of murder. his father received the death penalty. to investigate his father's case  do hyun now works as a lawyer.,thriller  mystery  law  drama,"Corruption, Wrongfully Accused, Nice Male Lead, Bromance, Smart Male Lead, Murder, Illness, Calm Male Lead, Hardworking Male Lead, Heart Transplant","Kim Chul Gyu, Yoon Hyun Gi",Im Hee Chul,"Lee Jun Ho, Shin Hyun Bin, Yoo Jae Myung, Nam Ki Ae, Yoon Gyung Ho, Ryu Kyung Soo",Ace Factory,#208
Again My Life,"Apr 8, 2022 - May 28, 2022",2022,"SBS, ViuTV","Friday, Saturday",16.0,1 hr. 5 min.,15+ - Teens 15 or older,8.3,kim hee woo came from an inauspicious start as a low-grade high schooler to work his way up through university and finally pass the bar examination. his relentless hard work has finally paid dividends  and he has become a public prosecutor. during the course of his investigations  he must conduct a probe into a politician suspected of corruption. but his investigation is abruptly ended when a mysterious man kills him. however  he later comes to  finding that he is actually alive. restored to the mortal realm  he finds that he must return to university and complete his academic journey again – while he tries to discover the truth about what happened to him. on his journey  he encounters kim hee ah  an exceptionally intelligent young woman who also happens to be the youngest daughter of the family that owns the wealthy cheonha business group. as kim hee woo and kim hee ah intensify their search for answers  they discover that a shady cabal of rich power brokers may have played a part in his “death.”,mystery  law  drama  fantasy,"Time Travel, Fight For Justice, Death, Prosecutor Male Lead, Second Chance, Strong Male Lead, Corruption, Violence, Investigation, Bullied Male Lead","Han Cheol Soo, Kim Yong Min","Lee Byung Hun, Kim Yool, J","Lee Joon Gi, Lee Kyung Young, Kim Ji Eun, Jung Sang Hoon, Choi Kwang, Hong Bi Ra","Samhwa Networks, Kross Pictures",#209
Money Heist: Korea - Joint Economic Area - Part 1,"Jun 24, 2022",2022,Netflix,Friday,6.0,1 hr. 10 min.,18+ Restricted (violence & profanity),8.3,thieves overtake the mint of a unified korea. with hostages trapped inside  the police must stop them — as well as the shadowy mastermind behind it all.,action  thriller  mystery  crime,"Hidden Identity, Hostage Situation, Reunification Of Korea, Multiple Mains, Sexual Content, Violence, Murder, Heist, Nudity, Strong Female Lead",Kim Hong Seon,"Ryu Yong Jae, Kim Hwan Chae, Choi Sung Joon","Yoo Ji Tae, Park Hae Soo, Jeon Jong Seo, Lee Won Jong, Kim Ji Hoon, Jang Yoon Ju","BH Entertainment, Zium Content",#210
Are You Human Too?,"Jun 4, 2018 - Aug 7, 2018",2018,KBS2,"Monday, Tuesday",36.0,35 min.,15+ - Teens 15 or older,8.3,the drama tells of an android called nam shin iii who must pretend to be the son of a rich family when the real nam shin falls into a coma. nam shin's mother  oh ro ra  is a genius at brain technology and artificial intelligence (ai) so when her son  the real nam shin  is taken away from her at a young age  in her grief she creates an android that looks exactly like her son and has it grow up in the place of nam shin. but when nam shin  who is a third generation heir to pk group  gets in an accident and is comatose  the android nam shin iii must learn how to take his place.,comedy  romance  sci-fi  fantasy,"Robot, Nice Male Lead, Artificial Intelligence, Interspecies Romance, Smart Male Lead, Identity Swap, Android, Strong Male Lead, Hidden Identity, Cheerful Male Lead",Cha Young Hoon,Jo Jung Joo,"Seo Kang Joon, Gong Seung Yeon, Lee Joon Hyuk, Park Hwan Hee, Kim Sung Ryung, Yoo Oh Sung",KBS Media,#211
Run On,"Dec 16, 2020 - Feb 4, 2021",2020,"jTBC, Netflix","Wednesday, Thursday",16.0,1 hr. 10 min.,15+ - Teens 15 or older,8.3,ki sun gyeom is a sprinter on the national team who was forced to quit due to legal issues. oh mi joo writes translated subtitles for movies. she was thrilled to see her name listed among the credits when she first started. ki sun gyeom had just quit sprinting when he encountered oh mi joo  who felt that destiny most certainly brought them together. seo dan ah is the ceo of a sports agency and the rightful successor to the seomyung group. despite this  she is held back from advancing in the company due to her gender. she fiercely wishes to reclaim what is rightfully hers and lives her life accordingly. lee young hwa  a university art major who enjoys movies and drawing soon enters her life. could romance be in the cards for these two couples?,romance  life  drama  sports,"Strong Female Lead, Calm Male Lead, Quirky Humour, Multiple Couples, Nice Male Lead, Hardworking Female Lead, Smart Female Lead, Eccentric Male Lead, Famous Male Lead, Father-Son Relationship",Lee Jae Hoon,Park Shi Hyun,"Yim Si Wan, Shin Se Kyung, Choi Soo Young, Kang Tae Oh, Park Young Gyu, Cha Hwa Yun","MAYS Entertainment, Zium Content",#212
The Smile Has Left Your Eyes,"Oct 3, 2018 - Nov 22, 2018",2018,tvN,"Thursday, Wednesday",16.0,1 hr. 4 min.,15+ - Teens 15 or older,8.3,"a tv series centered around the unfolding relationship between free and unpredictable yet dangerous kim moo young  who is called a ""monster"". he is the first assistant in a korean beer brewery who becomes a suspect when a woman's suicide turns out to be murder. his life begins to change when he meets a kind  warm advertising designer named yoo jin kang  who wishes to be moo young's safe haven. she bears as many emotional scars as him. yoo jin kang also has a brother  a homicide detective named yoo jin gook  with 27 years of job experience. he strives to ""reveal"" who moo young really is and attempts to keep his sister  jin kang  away from moo young  with whom she begins to know.",thriller  mystery  romance  drama,"Antihero, Psychological, Murder, Tragic Past, Smart Male Lead, Investigation, Eccentric Male Lead, Cold Man/Warm Woman, Orphan Male Lead, Melodrama",Yoo Je Won,Song Hye Jin,"Seo In Guk, Jung So Min, Park Sung Woong, Seo Eun Soo, Go Min Si, Jang Young Nam","Fuji Television, Studio Dragon, The Unicorn",#213
Team Bulldog: Off-duty Investigation,"May 23, 2020 - Jun 28, 2020",2020,OCN,"Saturday, Sunday",12.0,1 hr. 10 min.,15+ - Teens 15 or older,8.3,known as an enthusiastic and impressively effective detective  jin kang ho will stop at nothing to catch the criminals he’s assigned to pursue. using any means necessary  kang ho goes above and beyond the call of duty to bring in the bad guys. while his gung ho attitude makes him an outstanding detective  it makes getting along with his colleagues a bit difficult. with a passion for solving the unsolvable cases  kang ho finds it’s better to work alone. or so it was  until the day he met kang moo young. the overly zealous producer of a low-rated investigative program  moo young is as enthusiastic about solving cases and catching criminals as kang ho. sharing such an intense passion for their work  the two agree to team up  working together to make the world a better place. soon joined on their quest to better the world by a former criminal profiler  a bar ceo and legendary fist-fighter who has chosen to put his past behind him  and a funeral director who once headed up the ace autopsy team at the national forensic service  this ragtag team soon become an unstoppable force in the world of crime-fighting.,action  mystery  comedy  drama,"Investigation, Strong Female Lead, Teamwork, Smart Female Lead, Multiple Mains, Eccentric Female Lead, Eccentric Male Lead, Police Department Setting, Detective Fiction, Detective Male Lead",Kang Hyo Jin,"Lee Yoo Jin, Jung Yoon Sun","Cha Tae Hyun, Lee Sun Bin, Jung Sang Hoon, Yoon Gyung Ho, Ji Seung Hyun, Im Chul Hyung",Zium Content,#214
The Guardians,"May 22, 2017 - Jul 11, 2017",2017,MBC,"Monday, Tuesday",32.0,35 min.,15+ - Teens 15 or older,8.3,the plot centers on a group of people who find their ordinary lives thrown into chaos due to a family tragedy. they monitor criminals 24 hours a day and rescue potential victims before the crime is committed. they also embarrass corrupt state prosecutors and make sure that criminals are punished for their crimes. this tv show illustrates the current society where the simple rule of going to jail if you break the law no longer applies to those in power. illustrating the tragic lives of the watchmen group who channel their anger and grief into fighting for justice  “the guardians” will have stylistic action scenes and a thrilling plot.,action  thriller  mystery  law  crime,"Revenge, Strong Female Lead, Corruption, Tragic Past, Teamwork, Investigation, Smart Male Lead, Attempted Murder, Lying, Policewoman","Song Hyung Suk, Park Seung Woo",Kim Soo Eun,"Lee Si Young, Kim Young Kwang, Kim Tae Hoon, Kim Seul Gi, Key, Choi Moo Sung","Gallery 9, Nano Chem Tech",#215
Terius Behind Me,"Sep 27, 2018 - Nov 15, 2018",2018,MBC,"Wednesday, Thursday",32.0,35 min.,15+ - Teens 15 or older,8.3,go ae rin is a single mother who  after unexpectedly losing her husband  gets involved in a spy war. she lives in the apartment in front of kim bon. kim bon  whose code name is terius  is a legendary black ops agent for the national intelligence service (nis) who has gone into hiding after disappearing without a trace. 3 years ago  in a failed secret operation  he lost the woman he loved. since then  kim bon has hidden away in his apartment  next to go ae rin  isolated from the world around him and living in secrecy trying to uncover the mystery behind what happened back then. when a mysterious incident arises  in which go ae rin's husband dies  they both team up to uncover a huge conspiracy in which go ae rin's husband had become involved. joining them is jin young tae  a former con man  who may hold the key to what go ae rin and kim bon are searching for  and yoo ji yeon  a fellow nis agent  who appears cold and unfeeling on the outside but harbours feelings towards kim bon  who she is kind towards.,action  mystery  comedy  romance,"Corruption, Hidden Identity, Tragic Past, Teamwork, Spy Male Lead, Undercover Agent Male Lead, Character Development, Strong Female Lead, Single Mother Female Lead, Nice Male Lead","Park Sang Hoon, Park Sang Woo",Oh Ji Young,"So Ji Sub, Jung In Sun, Son Ho Jun, Im Se Mi, Kim Gun Woo, Ok Ye Rin","MBC, Mong-jak-so Company",#216
Hyena,"Feb 21, 2020 - Apr 11, 2020",2020,"Netflix, SBS","Friday, Saturday",16.0,1 hr. 10 min.,15+ - Teens 15 or older,8.3,hyena' deals with very competitive  private lawyers who only work for the richest 1% of society.  lawyer jung geum ja crosses the boundaries of law and lawlessness  justice and injustice  ethics and corruption. she is a true hyena that chases after success and money no matter what it takes. armed with the strongest survival instincts  she endures through it all.  yoon hee jae is a successful  elite lawyer. confident in his abilities  he possesses a brilliant mind that is wrapped around his ego. using his skills to support the highest in the land  he’s an expert at maneuvering the law to cater to their needs.,mystery  comedy  law  romance,"Law Firm, Badass Female Lead, Investigation, Love/Hate Relationship, Corruption, Sismance, Sly Female Lead, Ambition, Deception, Rivalry",Jang Tae Yoo,Kim Roo Ri,"Joo Ji Hoon, Kim Hye Soo, Lee Kyung Young, Kim Ho Jung, Song Young Kyu, Jun Suk Ho",KeyEast,#217
Touch Your Heart,"Feb 6, 2019 - Mar 28, 2019",2019,tvN,"Wednesday, Thursday",16.0,1 hr. 10 min.,15+ - Teens 15 or older,8.3,oh yoon seo is a popular actress. she is famous for her beautiful appearance  but her acting is bad. she gets involved in a scandal with the son from a chaebol family. her acting career declines precipitously. oh yoon seo hears that a famous screenwriter wants her to play the lead female role for a drama series. the character works as a secretary for a lawyer. to gain experience for the role  oh yoon seo is required to work as a lawyer's secretary for a few months. meanwhile  kwon jung rok is an attorney for a law firm. he is arrogant and cold-hearted. one day  his boss asks kwon jung rok to let actress oh yoon seo work as his secretary for 3 months. he is not happy about the situation  but he has to accept.,comedy  law  romance  drama,"Famous Lead/Common Lead, Law Firm, Hardworking Male Lead, Hardworking Female Lead, Nice Male Lead, Calm Male Lead, Opposites Attract, Smart Male Lead, Smart Female Lead, Naive Female Lead",Park Joon Hwa,"Choi Bo Rim, Lee Myung Sook","Lee Dong Wook, Yoo In Na, Lee Sang Woo, Son Sung Yoon, Oh Jung Se, Shim Hyung Tak","Mega Monster, Zium Content",#218
Angry Mom,"Mar 18, 2015 - May 7, 2015",2015,MBC,"Wednesday, Thursday",16.0,1 hr. 10 min.,15+ - Teens 15 or older,8.3,"the protagonist  jo kang ja was once legendary for being the toughest  most feared troublemaker at her high school in busan. due to her pregnancy in her late teens  she drops out of school and tries to become a responsible mother to her daughter  oh ah ran. fast-forward to the present  kang ja is now 34 years old and ah ran is a teenager attending high school. the two have a contentious relationship  with ah ran ashamed of kang ja's unrefined ajumma manners. meanwhile  in myungsung high school  when ah ran befriends the class outcast jin yi kyung  it makes her the target of the school bullies who make her life hell  yet she's too proud to tell her mother what's happening. when kang ja finds out that her daughter is getting bullied  she decides to take matters into her own hands. unbeknownst to ah ran  kang ja enrolls in myungsung high as an undercover student with the false name ""jo bang wool"" to teach those bullies a lesson. but she ends up unraveling the darker problems within the educational system. kang ja makes it her mission to put a stop to the school violence  dig up the flaws of the education system  and school corruption at myungsung high with the help of ah ran and naive  idealistic homeroom teacher park no ah.",comedy  drama  melodrama,"Independent Female Lead, Mother-Daughter Relationship, High School, Corruption, Strong Female Lead, School Bullying, Double Identity, Sexual Harassment, Sexual Assault, Smart Female Lead",Ashbun,Kim Ban Di,"Kim Hee Sun, Kim Yoo Jung, Ji Hyun Woo, Kim Ji Soo, Baro, Kim Tae Hoon",,#219
Welcome 2 Life,"Aug 5, 2019 - Sep 24, 2019",2019,MBC,"Monday, Tuesday",32.0,35 min.,15+ - Teens 15 or older,8.3,“welcome 2 life” is a fantasy drama that will tell the story about a selfish lawyer who helps people who want to take advantage of the law. one day  he gets sucked into a parallel universe due to an unfortunate accident and begins to live a completely new life as an upright prosecutor.,comedy  law  romance  fantasy,"Successful Male Lead, Smart Male Lead, Strong Female Lead, Parallel Dimension, Second Chance, Marriage, Father-Daughter Relationship, Death, Law Firm, Police Department Setting","Kim Keun Hong, Shim So Yeon",Yoo Hee Kyung,"Rain, Im Ji Yeon, Kwak Shi Yang, Seo Hye Rin, Park Yoon Young, Son Byung Ho",Kim Jong-hak Production,#220
Suspicious Partner,"May 10, 2017 - Jul 13, 2017",2017,SBS,"Wednesday, Thursday",40.0,30 min.,15+ - Teens 15 or older,8.3,noh ji wook is a brainiac prosecutor and eun bong hee is a rookie justice department intern  who always seems to find herself in the most unfortunate and embarrassing situations. bong hee is falsely accused of murdering her ex-boyfriend  and ji wook gets demoted because he risks his career and reputation to save bong hee. things get complicated as their careers  and love lives get entangled  but one thing brings them together- catching the real culprit responsible for a series of murders before they run out of time and get themselves killed. ji eun hyuk used to be a good friend of ji wook  and their friendship used to be the strongest ever. during eun hyuk's troubled childhood  ji wook used to feel like his only family.,thriller  comedy  law  romance,"Cohabitation, Nice Male Lead, Hardworking Female Lead, Smart Male Lead, Tragic Past, Nice Female Lead, Ex-girlfriend Comes Back, Steamy Kiss, Strong Female Lead, Wrongfully Accused",Park Seon Ho,Kwon Ki Young,"Ji Chang Wook, Nam Ji Hyun, Choi  Tae Joon, Kwon Na Ra, Dong Ha, Kim Ye Won",The Story Works,#221
Mine,"May 8, 2021 - Jun 27, 2021",2021,"Netflix, tvN","Saturday, Sunday",16.0,1 hr. 10 min.,15+ - Teens 15 or older,8.3,“mine” is about strong and ambitious women who overcome the world’s prejudices in order to find their true selves. seo hee soo was a former top actress  but she gave up her career to marry the second son of hyo won group. she does her best to fit in as a daughter-in-law of that family. she acts confidently all the time to not to lose her true self. jung seo hyun  on the other hand  is married to the first son of the same chaebol family. she is also the daughter of a chaebol family and is elegant  intelligent  and also very rational.,thriller  mystery  drama,"Rich Female Lead, Strong Female Lead, Rich Family, Multiple Couples, Sibling Rivalry, Smart Female Lead, Ambition, Hidden Identity, Psychological, Big Family",Lee Na Jung,Baek Mi Kyung,"Lee Bo Young, Kim Seo Hyung, Ok Ja Yeon, Lee Hyun Wook, Cha Hak Yeon, Jung Yi Seo",JS Pictures,#222
When the Weather Is Fine,"Feb 24, 2020 - Apr 21, 2020",2020,"jTBC, Viki","Monday, Tuesday",16.0,60 min.,15+ - Teens 15 or older,8.3,"a story about forgiveness  healing  and love taking place around a small book store in the countryside. hae won is an ordinary woman with good character. she has played the cello since she was a child. hae won began her social life with her ability to play the cello but  during that time  she was hurt emotionally by others. due to that  hae won does not trust people and she has closed her heart to others. hae won becomes sick and tired of her life in seoul and decides to move back to her hometown bookhyun village. there  hae won meets eun seob who runs a bookshop named ""goodnight bookstore."" eun seob's daily life is simple; wake up  drink coffee  read a book  and write on his blog. however  eun seob's daily life begins to change after he meets hae won.",romance  life  drama  melodrama,"Nice Male Lead, Healing, Secret Crush, Slow Burn Romance, Adapted From A Novel, Steamy Kiss, Return To Hometown, Calm Male Lead, Bromance, Flashback To Past",Han Ji Seung,Han Ga Ram,"Park Min Young, Seo Kang Joon, Lee Jae Wook, Kim Hwan Hee, Moon Jung Hee, Im Se Mi",Ace Factory,#223
Lawless Lawyer,"May 12, 2018 - Jul 1, 2018",2018,tvN,"Saturday, Sunday",16.0,1 hr. 6 min.,15+ - Teens 15 or older,8.3,whatever gets the job done. bong sang pil  grew up living the gangster life  full of tough physical fights and evading the law. when his mother dies a tragic death  he is determined to avenge her death. sang pil becomes a lawyer and begins to go after people with absolute power who think they are beyond the law. with the cunning and skills from his previous life  sang pil uses both his fists and legal loopholes to amass an impressive winning record. ha jae yi is a young lawyer who believes the law is sacred and fights for justice. but her license gets suspended when she hits a judge over an unjust ruling during a trial. jae yi ends up going to work for sang pil so that she can continue to pay off her father’s debts. when sang pil and jae yi get involved in a case that involves cha moon sook  a senior judge who wields a great deal of power  and ahn oh joo  a former gangster who is now the ceo of a corporation  can they figure out a way to beat the most powerful people in the city at a very dangerous game?,action  thriller  law  romance,"Smart Female Lead, Strong Female Lead, Revenge, Mixed Martial Arts, Male Chases Female First, Tragic Past, Corruption, Badass Female Lead, Teamwork, Calm Female Lead",Kim Jin Min,Yoon Hyun Ho,"Lee Joon Gi, Seo Yea Ji, Lee Hye Young, Choi Min Soo, Lee Ro Woon, Lee Dae Yeon",Logos Film,#224
Crazy Love,"Mar 7, 2022 - Apr 26, 2022",2022,KBS2,"Monday, Tuesday",16.0,1 hr. 5 min.,15+ - Teens 15 or older,8.3,no go jin is the most popular mathematics instructor in the private education field and the ceo of gotop education. even though he has only a high school level education  he has achieved all of his success due to his extreme intelligence. he seems like a perfect man with a handsome appearance  high iq  and wealth. he is also narcissistic. one day  he is suddenly warned that he will be murdered. lee shin a works as no go jin’s secretary. she is a diligent and responsible employee. due to her quiet and introverted personality  she has little presence with her boss no go jin and her colleagues at work. her colleagues begin to recognize her  because she has worked for the notorious no go jin for more than 1 year. she then learns that she does not have much time left to live.,comedy  romance  drama,"Enemies To Lovers, Boss-Employee Relationship, Secretary Female Lead, Steamy Kiss, Narcissistic Male Lead, Slow Burn Romance, Love/Hate Relationship, Hardworking Female Lead, Rich Male Lead, Fake Relationship",Kim Jung Hyun,Kim Bo Gyeom,"Kim Jae Wook, Krystal Jung, Ha Joon, Yoo In Young, Im Won Hee, Park Han Sol",Arc Media,#225
WATCHER,"Jul 6, 2019 - Aug 25, 2019",2019,OCN,"Saturday, Sunday",16.0,1 hr. 5 min.,15+ - Teens 15 or older,8.3,after a dramatic incident 15 years ago  a senior detective  do chi kwang  a former prosecutor han tae joo and a young policeman  kim young koon  become members of an internal affairs investigation team to uncover the truth and root out corruption and injustice from within the ranks of the police.,thriller  mystery  drama  political,"Smart Male Lead, Smart Female Lead, Tragic Past, Corruption, Psychological, Trauma, Nice Male Lead, Badass Male Lead, Character Development, Detective Fiction",Ahn Gil Ho,Han Sang Woon,"Seo Kang Joon, Han Seok Kyu, Kim Hyun Joo, Park Joo Hee, Heo Sung Tae, Joo Jin Mo",Studio Dragon,#226
Five Enough,"Feb 20, 2016 - Aug 21, 2016",2016,KBS2,"Saturday, Sunday",54.0,1 hr. 10 min.,15+ - Teens 15 or older,8.3,after losing his wife five years ago  lee sang ta is left with his two children. since that time  he lives with his two kids and parents-in-law  who treat him like their own son. he works as a marketing team leader for a fashion brand and never expects to find someone who will make his heart beat again. ahn mi jeong works as an assistant manager at the same fashion company. 3 years ago  her husband had an affair with her friend and left her. she couldn't tell her 3 children the truth about their father and lied that he went to work in america. to this day  the children still believe that their father is in america. she has numbed herself from the struggles of raising her children alone while working. as these two begin to find love again  a tempest is brewing as three sets of in-laws and five children learn to become one family.,comedy  romance  drama  melodrama,"Motherhood, Strong Female Lead, Multiple Couples, Nice Male Lead, Workplace Setting, Best Friends' Relationship, Ex-spouse Relationship, Death Of A Mother, Half-brothers' Relationship, Half-sisters' Relationship",Kim Jung Gyu,Jung Hyun Jung,"Ahn Jae Wook, So Yoo Jin, Sung Hoon, Shin Hye Sun, Shim Hyung Tak, Shim Yi Young",AStory,#227
Amanza,"Sep 1, 2020 - Nov 3, 2020",2020,Daum Kakao TV,Tuesday,10.0,15 min.,15+ - Teens 15 or older,8.3,a 26-year-old man’s life is turned upside down when he is diagnosed with terminal stomach cancer. as he struggles with the pain of his treatment and the realization that he never truly lived  he retreats into his imagination  to a magical forest where answers and miracles can be found.,adventure  life  fantasy  melodrama,"Cancer, Dream World, Mixed Live Action-Animation, Tearjerker, Terminal Illness, Adapted From A Webtoon, Web Series, Short Length Series, Supportive Girlfriend, Mental Illness",Han Ji Won,Kwak Jae Min,"Kim Ji Soo, Lee Seol, Oh Hyun Kyung, Yoo Seung Mok, Lee Jong Won, Shin Joo Hwan","Lezhin Studio, Production KEZR",#228
Light on Me,"Jun 29, 2021 - Aug 19, 2021",2021,Viki,"Tuesday, Thursday",16.0,24 min.,13+ - Teens 13 or older,8.3,tae kyung is a 18-year-old high school student. he is also a lifelong loner. but one day  he starts questioning his own judgment and tells a teacher that he no longer wishes to be alone. the problem is  he has no idea how to start going about making new friends. the teacher advises him to join the school’s student council. he agrees  but discovers that making friends may be harder than it seems. he meets the vice president of the council  shin woo  who is cool and level-headed  but also somewhat cold toward him and reluctant to accept tae kyung. however  he also meets the super-attractive president of the council: da on  who appears to take an instant shine to him. the beginnings of a romance appear to be in the cards for da on and tae kyung  but shin woo does not seem to approve. matters are further complicated by the fact that da on’s close female friend – who secretly loves da on – is jealous of their closeness  and attempts to drive a wedge between them!,romance  youth  drama,"Gay Romance, LGBTQ+, School, School Club, First Love, High School, Secret Crush, All-Boys School, Nice Male Lead, Love Triangle",Lee Yoo Yeon,Lee Ji Eum,"Lee Sae On, Kang Yoo Seok, Choe Chan Yi, Go Woo Jin, Lee Ki Hyun, Yang Seo Hyun",WHYNOT MEDIA,#229
Bulgasal: Immortal Souls,"Dec 18, 2021 - Feb 6, 2022",2021,"Netflix, tvN","Saturday, Sunday",16.0,1 hr. 15 min.,15+ - Teens 15 or older,8.3,the series tells the story of a man-turned-immortal  bulgasal  who wants revenge from a woman with a mysterious past and present  who he deems responsible for his immortality and miseries from the past 600 years  hoping to free himself from his curse.,thriller  mystery  drama  fantasy,"Curse, Reincarnation, Revenge, Immortal, Hidden Identity, Dark Fiction, Found Family, Suspense, Grudge, Death",Jang Young Woo,"Seo Jae Won, Kwon So Ra","Lee Jin Wook, Kwon Na Ra, Lee Joon, Gong Seung Yeon, Jung Jin Young, Kim Woo Seok","Studio Dragon, Show Runners",#230
Liar Game,"Oct 20, 2014 - Nov 25, 2014",2014,tvN,"Monday, Tuesday",12.0,1 hr. 3 min.,,8.3,various contestants take part in a game show with a prize of 10 billion won. the contestants who can cheat the others wins the prize. contestants include genius swindler ha woo jin and naive college student nam da jung.,thriller  mystery  psychological  drama,"Naive Female Lead, Debt, Game Show, Swindler Male Lead, Genius Male Lead, Adapted From A Manga, Money-Obsession, Suspense, Nice Female Lead, Gambling",Kim Hong Seon,Ryu Yong Jae,"Lee Sang Yoon, Kim So Eun, Shin Sung Rok, Cha Soo Yeon, Choi Jin Ho, Choi Yoon So","Apollo Pictures, Fantagio",#231
